Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Organism part]	Term Source REF	Term Accession Number	Characteristics[Variant]	Term Source REF	Term Accession Number	Characteristics[Sample type]	Term Source REF	Term Accession Number	Protocol REF	Sample Name	Factor Value[Sampling time]	Unit	Term Source REF	Term Accession Number
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-64	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-65	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-66	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-67	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-68	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-69	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-70	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-71	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-72	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-73	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-74	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-75	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-76	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-77	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-78	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-79	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-80	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-81	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-82	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-83	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-84	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-85	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-86	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-87	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-88	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-89	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-90	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-91	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-92	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-93	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-94	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-95	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-96	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-97	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-98	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-99	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-100	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-101	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
TACERA	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood serum	BTO	http://purl.obolibrary.org/obo/BTO_0001239							Sample collection	TACERA-base-sera-102	0	month	UO	http://purl.obolibrary.org/obo/UO_0000035
