Sample Name	Parameter Value[Extraction Method]	Extract Name	Labeled Extract Name	Protocol REF	Parameter Value[NMR tube type]	Term Source REF	Term Accession Number	Parameter Value[Solvent]	Term Source REF	Term Accession Number	Parameter Value[Sample pH]	Parameter Value[Temperature]	Unit	Term Source REF	Term Accession Number	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[NMR Probe]	Term Source REF	Term Accession Number	Parameter Value[Number of transients]	Parameter Value[Pulse sequence name]	Parameter Value[Magnetic field strength]	Unit	Term Source REF	Term Accession Number	Acquisition Parameter Data File	Protocol REF	NMR Assay Name	Free Induction Decay Data File	Protocol REF	Data Transformation Name	Normalization Name	Derived Spectral Data File	Protocol REF	Metabolite Assignment File
TACERA-base-urine-108	Extraction	TACERA-base-urine-108		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-108	FILES/RAW_DATA/TACERA-base-urine-108.zip	Data transformation	TACERA-base-urine-108	TACERA-base-urine-108		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-109	Extraction	TACERA-base-urine-109		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-109	FILES/RAW_DATA/TACERA-base-urine-109.zip	Data transformation	TACERA-base-urine-109	TACERA-base-urine-109		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-110	Extraction	TACERA-base-urine-110		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-110	FILES/RAW_DATA/TACERA-base-urine-110.zip	Data transformation	TACERA-base-urine-110	TACERA-base-urine-110		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-111	Extraction	TACERA-base-urine-111		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-111	FILES/RAW_DATA/TACERA-base-urine-111.zip	Data transformation	TACERA-base-urine-111	TACERA-base-urine-111		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-112	Extraction	TACERA-base-urine-112		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-112	FILES/RAW_DATA/TACERA-base-urine-112.zip	Data transformation	TACERA-base-urine-112	TACERA-base-urine-112		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-113	Extraction	TACERA-base-urine-113		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-113	FILES/RAW_DATA/TACERA-base-urine-113.zip	Data transformation	TACERA-base-urine-113	TACERA-base-urine-113		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-114	Extraction	TACERA-base-urine-114		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-114	FILES/RAW_DATA/TACERA-base-urine-114.zip	Data transformation	TACERA-base-urine-114	TACERA-base-urine-114		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-115	Extraction	TACERA-base-urine-115		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-115	FILES/RAW_DATA/TACERA-base-urine-115.zip	Data transformation	TACERA-base-urine-115	TACERA-base-urine-115		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-116	Extraction	TACERA-base-urine-116		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-116	FILES/RAW_DATA/TACERA-base-urine-116.zip	Data transformation	TACERA-base-urine-116	TACERA-base-urine-116		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-117	Extraction	TACERA-base-urine-117		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-117	FILES/RAW_DATA/TACERA-base-urine-117.zip	Data transformation	TACERA-base-urine-117	TACERA-base-urine-117		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-118	Extraction	TACERA-base-urine-118		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-118	FILES/RAW_DATA/TACERA-base-urine-118.zip	Data transformation	TACERA-base-urine-118	TACERA-base-urine-118		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-119	Extraction	TACERA-base-urine-119		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-119	FILES/RAW_DATA/TACERA-base-urine-119.zip	Data transformation	TACERA-base-urine-119	TACERA-base-urine-119		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-120	Extraction	TACERA-base-urine-120		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-120	FILES/RAW_DATA/TACERA-base-urine-120.zip	Data transformation	TACERA-base-urine-120	TACERA-base-urine-120		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-121	Extraction	TACERA-base-urine-121		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-121	FILES/RAW_DATA/TACERA-base-urine-121.zip	Data transformation	TACERA-base-urine-121	TACERA-base-urine-121		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-122	Extraction	TACERA-base-urine-122		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-122	FILES/RAW_DATA/TACERA-base-urine-122.zip	Data transformation	TACERA-base-urine-122	TACERA-base-urine-122		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-123	Extraction	TACERA-base-urine-123		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-123	FILES/RAW_DATA/TACERA-base-urine-123.zip	Data transformation	TACERA-base-urine-123	TACERA-base-urine-123		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-124	Extraction	TACERA-base-urine-124		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-124	FILES/RAW_DATA/TACERA-base-urine-124.zip	Data transformation	TACERA-base-urine-124	TACERA-base-urine-124		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-125	Extraction	TACERA-base-urine-125		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-125	FILES/RAW_DATA/TACERA-base-urine-125.zip	Data transformation	TACERA-base-urine-125	TACERA-base-urine-125		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-126	Extraction	TACERA-base-urine-126		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-126	FILES/RAW_DATA/TACERA-base-urine-126.zip	Data transformation	TACERA-base-urine-126	TACERA-base-urine-126		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-127	Extraction	TACERA-base-urine-127		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-127	FILES/RAW_DATA/TACERA-base-urine-127.zip	Data transformation	TACERA-base-urine-127	TACERA-base-urine-127		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-128	Extraction	TACERA-base-urine-128		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-128	FILES/RAW_DATA/TACERA-base-urine-128.zip	Data transformation	TACERA-base-urine-128	TACERA-base-urine-128		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-129	Extraction	TACERA-base-urine-129		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-129	FILES/RAW_DATA/TACERA-base-urine-129.zip	Data transformation	TACERA-base-urine-129	TACERA-base-urine-129		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-130	Extraction	TACERA-base-urine-130		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-130	FILES/RAW_DATA/TACERA-base-urine-130.zip	Data transformation	TACERA-base-urine-130	TACERA-base-urine-130		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-131	Extraction	TACERA-base-urine-131		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-131	FILES/RAW_DATA/TACERA-base-urine-131.zip	Data transformation	TACERA-base-urine-131	TACERA-base-urine-131		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-132	Extraction	TACERA-base-urine-132		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-132	FILES/RAW_DATA/TACERA-base-urine-132.zip	Data transformation	TACERA-base-urine-132	TACERA-base-urine-132		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-133	Extraction	TACERA-base-urine-133		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-133	FILES/RAW_DATA/TACERA-base-urine-133.zip	Data transformation	TACERA-base-urine-133	TACERA-base-urine-133		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-134	Extraction	TACERA-base-urine-134		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-134	FILES/RAW_DATA/TACERA-base-urine-134.zip	Data transformation	TACERA-base-urine-134	TACERA-base-urine-134		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-135	Extraction	TACERA-base-urine-135		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-135	FILES/RAW_DATA/TACERA-base-urine-135.zip	Data transformation	TACERA-base-urine-135	TACERA-base-urine-135		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-136	Extraction	TACERA-base-urine-136		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-136	FILES/RAW_DATA/TACERA-base-urine-136.zip	Data transformation	TACERA-base-urine-136	TACERA-base-urine-136		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-137	Extraction	TACERA-base-urine-137		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-137	FILES/RAW_DATA/TACERA-base-urine-137.zip	Data transformation	TACERA-base-urine-137	TACERA-base-urine-137		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-138	Extraction	TACERA-base-urine-138		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-138	FILES/RAW_DATA/TACERA-base-urine-138.zip	Data transformation	TACERA-base-urine-138	TACERA-base-urine-138		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-139	Extraction	TACERA-base-urine-139		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-139	FILES/RAW_DATA/TACERA-base-urine-139.zip	Data transformation	TACERA-base-urine-139	TACERA-base-urine-139		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-140	Extraction	TACERA-base-urine-140		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-140	FILES/RAW_DATA/TACERA-base-urine-140.zip	Data transformation	TACERA-base-urine-140	TACERA-base-urine-140		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-141	Extraction	TACERA-base-urine-141		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-141	FILES/RAW_DATA/TACERA-base-urine-141.zip	Data transformation	TACERA-base-urine-141	TACERA-base-urine-141		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
