Sample Name	Parameter Value[Extraction Method]	Extract Name	Labeled Extract Name	Protocol REF	Parameter Value[NMR tube type]	Term Source REF	Term Accession Number	Parameter Value[Solvent]	Term Source REF	Term Accession Number	Parameter Value[Sample pH]	Parameter Value[Temperature]	Unit	Term Source REF	Term Accession Number	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[NMR Probe]	Term Source REF	Term Accession Number	Parameter Value[Number of transients]	Parameter Value[Pulse sequence name]	Parameter Value[Magnetic field strength]	Unit	Term Source REF	Term Accession Number	Acquisition Parameter Data File	Protocol REF	NMR Assay Name	Free Induction Decay Data File	Protocol REF	Data Transformation Name	Normalization Name	Derived Spectral Data File	Protocol REF	Metabolite Assignment File
TACERA-base-sera-140	Extraction	TACERA-base-sera-140		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-140	FILES/RAW_DATA/TACERA-base-sera-140.zip	Data transformation	TACERA-base-sera-140	TACERA-base-sera-140		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-141	Extraction	TACERA-base-sera-141		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-141	FILES/RAW_DATA/TACERA-base-sera-141.zip	Data transformation	TACERA-base-sera-141	TACERA-base-sera-141		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-142	Extraction	TACERA-base-sera-142		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-142	FILES/RAW_DATA/TACERA-base-sera-142.zip	Data transformation	TACERA-base-sera-142	TACERA-base-sera-142		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-143	Extraction	TACERA-base-sera-143		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-143	FILES/RAW_DATA/TACERA-base-sera-143.zip	Data transformation	TACERA-base-sera-143	TACERA-base-sera-143		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-144	Extraction	TACERA-base-sera-144		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-144	FILES/RAW_DATA/TACERA-base-sera-144.zip	Data transformation	TACERA-base-sera-144	TACERA-base-sera-144		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-145	Extraction	TACERA-base-sera-145		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-145	FILES/RAW_DATA/TACERA-base-sera-145.zip	Data transformation	TACERA-base-sera-145	TACERA-base-sera-145		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-146	Extraction	TACERA-base-sera-146		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-146	FILES/RAW_DATA/TACERA-base-sera-146.zip	Data transformation	TACERA-base-sera-146	TACERA-base-sera-146		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-147	Extraction	TACERA-base-sera-147		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-147	FILES/RAW_DATA/TACERA-base-sera-147.zip	Data transformation	TACERA-base-sera-147	TACERA-base-sera-147		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-148	Extraction	TACERA-base-sera-148		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-148	FILES/RAW_DATA/TACERA-base-sera-148.zip	Data transformation	TACERA-base-sera-148	TACERA-base-sera-148		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-149	Extraction	TACERA-base-sera-149		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-149	FILES/RAW_DATA/TACERA-base-sera-149.zip	Data transformation	TACERA-base-sera-149	TACERA-base-sera-149		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-150	Extraction	TACERA-base-sera-150		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-150	FILES/RAW_DATA/TACERA-base-sera-150.zip	Data transformation	TACERA-base-sera-150	TACERA-base-sera-150		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-151	Extraction	TACERA-base-sera-151		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-151	FILES/RAW_DATA/TACERA-base-sera-151.zip	Data transformation	TACERA-base-sera-151	TACERA-base-sera-151		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-152	Extraction	TACERA-base-sera-152		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-152	FILES/RAW_DATA/TACERA-base-sera-152.zip	Data transformation	TACERA-base-sera-152	TACERA-base-sera-152		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-153	Extraction	TACERA-base-sera-153		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-153	FILES/RAW_DATA/TACERA-base-sera-153.zip	Data transformation	TACERA-base-sera-153	TACERA-base-sera-153		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-154	Extraction	TACERA-base-sera-154		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-154	FILES/RAW_DATA/TACERA-base-sera-154.zip	Data transformation	TACERA-base-sera-154	TACERA-base-sera-154		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-155	Extraction	TACERA-base-sera-155		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-155	FILES/RAW_DATA/TACERA-base-sera-155.zip	Data transformation	TACERA-base-sera-155	TACERA-base-sera-155		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-156	Extraction	TACERA-base-sera-156		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-156	FILES/RAW_DATA/TACERA-base-sera-156.zip	Data transformation	TACERA-base-sera-156	TACERA-base-sera-156		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-157	Extraction	TACERA-base-sera-157		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-157	FILES/RAW_DATA/TACERA-base-sera-157.zip	Data transformation	TACERA-base-sera-157	TACERA-base-sera-157		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-158	Extraction	TACERA-base-sera-158		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-158	FILES/RAW_DATA/TACERA-base-sera-158.zip	Data transformation	TACERA-base-sera-158	TACERA-base-sera-158		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-159	Extraction	TACERA-base-sera-159		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-159	FILES/RAW_DATA/TACERA-base-sera-159.zip	Data transformation	TACERA-base-sera-159	TACERA-base-sera-159		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-160	Extraction	TACERA-base-sera-160		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-160	FILES/RAW_DATA/TACERA-base-sera-160.zip	Data transformation	TACERA-base-sera-160	TACERA-base-sera-160		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-161	Extraction	TACERA-base-sera-161		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-161	FILES/RAW_DATA/TACERA-base-sera-161.zip	Data transformation	TACERA-base-sera-161	TACERA-base-sera-161		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-162	Extraction	TACERA-base-sera-162		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-162	FILES/RAW_DATA/TACERA-base-sera-162.zip	Data transformation	TACERA-base-sera-162	TACERA-base-sera-162		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-163	Extraction	TACERA-base-sera-163		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-163	FILES/RAW_DATA/TACERA-base-sera-163.zip	Data transformation	TACERA-base-sera-163	TACERA-base-sera-163		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-164	Extraction	TACERA-base-sera-164		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-164	FILES/RAW_DATA/TACERA-base-sera-164.zip	Data transformation	TACERA-base-sera-164	TACERA-base-sera-164		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-165	Extraction	TACERA-base-sera-165		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-165	FILES/RAW_DATA/TACERA-base-sera-165.zip	Data transformation	TACERA-base-sera-165	TACERA-base-sera-165		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-166	Extraction	TACERA-base-sera-166		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-166	FILES/RAW_DATA/TACERA-base-sera-166.zip	Data transformation	TACERA-base-sera-166	TACERA-base-sera-166		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-167	Extraction	TACERA-base-sera-167		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-167	FILES/RAW_DATA/TACERA-base-sera-167.zip	Data transformation	TACERA-base-sera-167	TACERA-base-sera-167		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-168	Extraction	TACERA-base-sera-168		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-168	FILES/RAW_DATA/TACERA-base-sera-168.zip	Data transformation	TACERA-base-sera-168	TACERA-base-sera-168		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-169	Extraction	TACERA-base-sera-169		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-169	FILES/RAW_DATA/TACERA-base-sera-169.zip	Data transformation	TACERA-base-sera-169	TACERA-base-sera-169		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-170	Extraction	TACERA-base-sera-170		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-170	FILES/RAW_DATA/TACERA-base-sera-170.zip	Data transformation	TACERA-base-sera-170	TACERA-base-sera-170		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-171	Extraction	TACERA-base-sera-171		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-171	FILES/RAW_DATA/TACERA-base-sera-171.zip	Data transformation	TACERA-base-sera-171	TACERA-base-sera-171		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-172	Extraction	TACERA-base-sera-172		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-172	FILES/RAW_DATA/TACERA-base-sera-172.zip	Data transformation	TACERA-base-sera-172	TACERA-base-sera-172		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-sera-173	Extraction	TACERA-base-sera-173		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-sera-173	FILES/RAW_DATA/TACERA-base-sera-173.zip	Data transformation	TACERA-base-sera-173	TACERA-base-sera-173		Metabolite identification	m_MTBLS1497_Serum_NMR_metabolite_profiling_v2_maf.tsv
